,year,SOI,NumChild,NS,GR,NR,BS,MB,EDD,ERD,BDD,BRD
1,1975,1,1,133,1.85,1,80,80,0,0,120,0.33
2,1975,1,2,180,1.85,1,108,108,0,0,120,0.33
3,1975,1,3,225,1.85,1,135,135,0,0,120,0.33
4,1975,1,4,264,1.85,1,158,158,0,0,120,0.33
5,1975,2,1,300,1.85,1,300,300,0,0,120,0.33
6,1975,2,2,350,1.85,1,350,350,0,0,120,0.33
7,1975,2,3,400,1.85,1,400,400,0,0,120,0.33
8,1975,2,4,450,1.85,1,450,450,0,0,120,0.33
9,1975,3,1,180,1.85,1,180,126,0,0,120,0.33
10,1975,3,2,233,1.85,1,233,163,0,0,120,0.33
11,1975,3,3,282,1.85,1,282,197,0,0,120,0.33
12,1975,3,4,321,1.85,1,321,225,0,0,120,0.33
13,1975,4,1,200,1.85,1,200,110,0,0,120,0.33
14,1975,4,2,245,1.85,1,245,125,0,0,120,0.33
15,1975,4,3,290,1.85,1,255,140,0,0,120,0.33
16,1975,4,4,335,1.85,1,255,155,0,0,120,0.33
17,1975,5,1,260,1.85,1,237,237,0,0,120,0.33
18,1975,5,2,316,1.85,1,293,293,0,0,120,0.33
19,1975,5,3,389,1.85,1,349,349,0,0,120,0.33
20,1975,5,4,448,1.85,1,399,399,0,0,120,0.33
21,1975,6,1,172,1.85,1,172,172,0,0,120,0.33
22,1975,6,2,217,1.85,1,217,217,0,0,120,0.33
23,1975,6,3,264,1.85,1,264,264,0,0,120,0.33
24,1975,6,4,313,1.85,1,313,313,0,0,120,0.33
25,1975,7,1,278,1.85,1,278,278,0,0,120,0.33
26,1975,7,2,346,1.85,1,346,346,0,0,120,0.33
27,1975,7,3,403,1.85,1,403,403,0,0,120,0.33
28,1975,7,4,457,1.85,1,457,457,0,0,120,0.33
29,1975,8,1,181,1.85,1,181,163,0,0,120,0.33
30,1975,8,2,245,1.85,1,245,221,0,0,120,0.33
31,1975,8,3,287,1.85,1,287,258,0,0,120,0.33
32,1975,8,4,346,1.85,1,346,311,0,0,120,0.33
33,1975,9,1,226,1.85,1,192,192,0,0,120,0.33
34,1975,9,2,286,1.85,1,243,243,0,0,120,0.33
35,1975,9,3,349,1.85,1,297,297,0,0,120,0.33
36,1975,9,4,412,1.85,1,350,350,0,0,120,0.33
37,1975,10,1,150,1.85,1,111,111,0,0,120,0.33
38,1975,10,2,195,1.85,1,144,144,0,0,120,0.33
39,1975,10,3,230,1.85,1,170,170,0,0,120,0.33
40,1975,10,4,265,1.85,1,196,196,0,0,120,0.33
41,1975,11,1,161,1.85,1,161,85,0,0,120,0.33
42,1975,11,2,193,1.85,1,193,123,0,0,120,0.33
43,1975,11,3,227,1.85,1,227,153,0,0,120,0.33
44,1975,11,4,255,1.85,1,255,171,0,0,120,0.33
45,1975,12,1,359,1.85,1,359,359,0,0,120,0.33
46,1975,12,2,428,1.85,1,428,428,0,0,120,0.33
47,1975,12,3,497,1.85,1,497,497,0,0,120,0.33
48,1975,12,4,569,1.85,1,569,569,0,0,120,0.33
49,1975,13,1,289,1.85,1,252,252,0,0,120,0.33
50,1975,13,2,345,1.85,1,300,300,0,0,120,0.33
51,1975,13,3,395,1.85,1,344,344,0,0,120,0.33
52,1975,13,4,440,1.85,1,383,383,0,0,120,0.33
53,1975,14,1,216,1.85,1,216,216,0,0,120,0.33
54,1975,14,2,261,1.85,1,261,261,0,0,120,0.33
55,1975,14,3,317,1.85,1,317,317,0,0,120,0.33
56,1975,14,4,373,1.85,1,373,373,0,0,120,0.33
57,1975,15,1,247,1.85,1,216,150,0,0,120,0.33
58,1975,15,2,307,1.85,1,269,200,0,0,120,0.33
59,1975,15,3,363,1.85,1,318,250,0,0,120,0.33
60,1975,15,4,412,1.85,1,361,300,0,0,120,0.33
61,1975,16,1,234,1.85,1,222,222,0,0,120,0.33
62,1975,16,2,309,1.85,1,294,294,0,0,120,0.33
63,1975,16,3,376,1.85,1,356,356,0,0,120,0.33
64,1975,16,4,428,1.85,1,406,406,0,0,120,0.33
65,1975,17,1,267,1.85,1,267,267,0,0,120,0.33
66,1975,17,2,321,1.85,1,321,321,0,0,120,0.33
67,1975,17,3,353,1.85,1,353,353,0,0,120,0.33
68,1975,17,4,392,1.85,1,392,392,0,0,120,0.33
69,1975,18,1,135,1.85,1,135,135,0,0,120,0.33
70,1975,18,2,185,1.85,1,185,185,0,0,120,0.33
71,1975,18,3,235,1.85,1,235,235,0,0,120,0.33
72,1975,18,4,273,1.85,1,273,275,0,0,120,0.33
73,1975,19,1,118,1.85,1,92,92,0,0,120,0.33
74,1975,19,2,164,1.85,1,128,128,0,0,120,0.33
75,1975,19,3,203,1.85,1,158,158,0,0,120,0.33
76,1975,19,4,237,1.85,1,185,185,0,0,120,0.33
77,1975,20,1,205,1.85,1,205,128,0,0,120,0.33
78,1975,20,2,277,1.85,1,277,176,0,0,120,0.33
79,1975,20,3,349,1.85,1,349,219,0,0,120,0.33
80,1975,20,4,420,1.85,1,420,262,0,0,120,0.33
81,1975,21,1,203,1.85,1,156,156,0,0,120,0.33
82,1975,21,2,259,1.85,1,200,200,0,0,120,0.33
83,1975,21,3,314,1.85,1,242,242,0,0,120,0.33
84,1975,21,4,357,1.85,1,275,275,0,0,120,0.33
85,1975,22,1,215,1.85,1,215,215,0,0,120,0.33
86,1975,22,2,259,1.85,1,259,259,0,0,120,0.33
87,1975,22,3,304,1.85,1,304,304,0,0,120,0.33
88,1975,22,4,348,1.85,1,348,348,0,0,120,0.33
89,1975,23,1,270,1.85,1,270,270,0,0,120,0.33
90,1975,23,2,333,1.85,1,333,333,0,0,120,0.33
91,1975,23,3,399,1.85,1,399,399,0,0,120,0.33
92,1975,23,4,464,1.85,1,464,464,0,0,120,0.33
93,1975,24,1,272,1.85,1,272,272,0,0,120,0.33
94,1975,24,2,330,1.85,1,330,330,0,0,120,0.33
95,1975,24,3,385,1.85,1,385,385,0,0,120,0.33
96,1975,24,4,432,1.85,1,432,432,0,0,120,0.33
97,1975,25,1,205,1.85,1,205,30,0,0,120,0.33
98,1975,25,2,241,1.85,1,241,48,0,0,120,0.33
99,1975,25,3,277,1.85,1,277,60,0,0,120,0.33
100,1975,25,4,311,1.85,1,311,72,0,0,120,0.33
101,1975,26,1,280,1.85,1,280,90,0,0,120,0.33
102,1975,26,2,325,1.85,1,325,120,0,0,120,0.33
103,1975,26,3,370,1.85,1,370,150,0,0,120,0.33
104,1975,26,4,415,1.85,1,415,183,0,0,120,0.33
105,1975,27,1,148,1.85,1,148,148,0,0,120,0.33
106,1975,27,2,201,1.85,1,201,201,0,0,120,0.33
107,1975,27,3,227,1.85,1,227,227,0,0,120,0.33
108,1975,27,4,257,1.85,1,257,257,0,0,120,0.33
109,1975,28,1,230,1.85,1,230,175,0,0,120,0.33
110,1975,28,2,279,1.85,1,279,210,0,0,120,0.33
111,1975,28,3,328,1.85,1,328,245,0,0,120,0.33
112,1975,28,4,374,1.85,1,374,280,0,0,120,0.33
113,1975,29,1,229,1.85,1,160,160,0,0,120,0.33
114,1975,29,2,279,1.85,1,195,195,0,0,120,0.33
115,1975,29,3,329,1.85,1,230,230,0,0,120,0.33
116,1975,29,4,377,1.85,1,264,264,0,0,120,0.33
117,1975,30,1,263,1.85,1,263,263,0,0,120,0.33
118,1975,30,2,308,1.85,1,308,308,0,0,120,0.33
119,1975,30,3,346,1.85,1,346,346,0,0,120,0.33
120,1975,30,4,390,1.85,1,390,390,0,0,120,0.33
121,1975,31,1,235,1.85,1,235,235,0,0,120,0.33
122,1975,31,2,310,1.85,1,310,310,0,0,120,0.33
123,1975,31,3,356,1.85,1,356,356,0,0,120,0.33
124,1975,31,4,408,1.85,1,408,408,0,0,120,0.33
125,1975,32,1,160,1.85,1,160,138,0,0,120,0.33
126,1975,32,2,197,1.85,1,197,169,0,0,120,0.33
127,1975,32,3,239,1.85,1,239,206,0,0,120,0.33
128,1975,32,4,270,1.85,1,270,232,0,0,120,0.33
129,1975,33,1,272,1.85,1,272,272,0,0,120,0.33
130,1975,33,2,332,1.85,1,332,332,0,0,120,0.33
131,1975,33,3,400,1.85,1,400,400,0,0,120,0.33
132,1975,33,4,474,1.85,1,474,474,0,0,120,0.33
133,1975,34,1,159,1.85,1,159,159,0,0,120,0.33
134,1975,34,2,183,1.85,1,183,183,0,0,120,0.33
135,1975,34,3,200,1.85,1,200,200,0,0,120,0.33
136,1975,34,4,218,1.85,1,218,218,0,0,120,0.33
137,1975,35,1,220,1.85,1,220,220,0,0,120,0.33
138,1975,35,2,283,1.85,1,283,283,0,0,120,0.33
139,1975,35,3,347,1.85,1,347,347,0,0,120,0.33
140,1975,35,4,390,1.85,1,390,390,0,0,120,0.33
141,1975,36,1,284,1.85,1,168,168,0,0,120,0.33
142,1975,36,2,346,1.85,1,204,204,0,0,120,0.33
143,1975,36,3,431,1.85,1,254,254,0,0,120,0.33
144,1975,36,4,495,1.85,1,292,292,0,0,120,0.33
145,1975,37,1,173,1.85,1,173,173,0,0,120,0.33
146,1975,37,2,217,1.85,1,217,217,0,0,120,0.33
147,1975,37,3,264,1.85,1,264,264,0,0,120,0.33
148,1975,37,4,306,1.85,1,306,306,0,0,120,0.33
149,1975,38,1,286,1.85,1,261,261,0,0,120,0.33
150,1975,38,2,369,1.85,1,337,337,0,0,120,0.33
151,1975,38,3,452,1.85,1,413,413,0,0,120,0.33
152,1975,38,4,532,1.85,1,485,485,0,0,120,0.33
153,1975,39,1,243,1.85,1,243,243,0,0,120,0.33
154,1975,39,2,296,1.85,1,296,296,0,0,120,0.33
155,1975,39,3,349,1.85,1,349,349,0,0,120,0.33
156,1975,39,4,389,1.85,1,389,389,0,0,120,0.33
157,1975,40,1,233,1.85,1,233,233,0,0,120,0.33
158,1975,40,2,278,1.85,1,278,278,0,0,120,0.33
159,1975,40,3,319,1.85,1,319,319,0,0,120,0.33
160,1975,40,4,365,1.85,1,365,365,0,0,120,0.33
161,1975,41,1,138,1.85,1,138,75,0,0,120,0.33
162,1975,41,2,178,1.85,1,178,96,0,0,120,0.33
163,1975,41,3,217,1.85,1,217,117,0,0,120,0.33
164,1975,41,4,257,1.85,1,257,139,0,0,120,0.33
165,1975,42,1,248,1.85,1,248,248,0,0,120,0.33
166,1975,42,2,289,1.85,1,289,289,0,0,120,0.33
167,1975,42,3,329,1.85,1,329,329,0,0,120,0.33
168,1975,42,4,369,1.85,1,369,369,0,0,120,0.33
169,1975,43,1,142,1.85,1,142,99,0,0,120,0.33
170,1975,43,2,179,1.85,1,179,115,0,0,120,0.33
171,1975,43,3,217,1.85,1,217,132,0,0,120,0.33
172,1975,43,4,256,1.85,1,256,148,0,0,120,0.33
173,1975,44,1,115,1.85,1,86,86,0,0,120,0.33
174,1975,44,2,155,1.85,1,116,116,0,0,120,0.33
175,1975,44,3,187,1.85,1,140,140,0,0,120,0.33
176,1975,44,4,217,1.85,1,163,163,0,0,120,0.33
177,1975,45,1,258,1.85,1,199,199,0,0,120,0.33
178,1975,45,2,327,1.85,1,252,252,0,0,120,0.33
179,1975,45,3,397,1.85,1,306,306,0,0,120,0.33
180,1975,45,4,483,1.85,1,372,372,0,0,120,0.33
181,1975,46,1,331,1.85,1,265,265,0,0,120,0.33
182,1975,46,2,402,1.85,1,322,322,0,0,120,0.33
183,1975,46,3,458,1.85,1,367,367,0,0,120,0.33
184,1975,46,4,511,1.85,1,409,409,0,0,120,0.33
185,1975,47,1,248,1.85,1,223,223,0,0,120,0.33
186,1975,47,2,298,1.85,1,268,268,0,0,120,0.33
187,1975,47,3,346,1.85,1,311,311,0,0,120,0.33
188,1975,47,4,398,1.85,1,358,352,0,0,120,0.33
189,1975,48,1,260,1.85,1,260,260,0,0,120,0.33
190,1975,48,2,315,1.85,1,315,315,0,0,120,0.33
191,1975,48,3,370,1.85,1,370,370,0,0,120,0.33
192,1975,48,4,425,1.85,1,425,425,0,0,120,0.33
193,1975,49,1,219,1.85,1,164,164,0,0,120,0.33
194,1975,49,2,275,1.85,1,206,206,0,0,120,0.33
195,1975,49,3,332,1.85,1,249,249,0,0,120,0.33
196,1975,49,4,381,1.85,1,252,252,0,0,120,0.33
197,1975,50,1,323,1.85,1,292,292,0,0,120,0.33
198,1975,50,2,383,1.85,1,342,342,0,0,120,0.33
199,1975,50,3,456,1.85,1,403,403,0,0,120,0.33
200,1975,50,4,520,1.85,1,456,456,0,0,120,0.33
201,1975,51,1,210,1.85,1,210,200,0,0,120,0.33
202,1975,51,2,240,1.85,1,240,235,0,0,120,0.33
203,1975,51,3,270,1.85,1,240,250,0,0,120,0.33
204,1975,51,4,310,1.85,1,295,270,0,0,120,0.33
205,1976,1,1,133,1.85,1,80,80,0,0,120,0.33
206,1976,1,2,180,1.85,1,108,108,0,0,120,0.33
207,1976,1,3,225,1.85,1,135,135,0,0,120,0.33
208,1976,1,4,264,1.85,1,158,158,0,0,120,0.33
209,1976,2,1,300,1.85,1,300,300,0,0,120,0.33
210,1976,2,2,350,1.85,1,350,350,0,0,120,0.33
211,1976,2,3,400,1.85,1,400,400,0,0,120,0.33
212,1976,2,4,450,1.85,1,450,450,0,0,120,0.33
213,1976,3,1,180,1.85,1,126,126,0,0,120,0.33
214,1976,3,2,233,1.85,1,164,164,0,0,120,0.33
215,1976,3,3,282,1.85,1,198,198,0,0,120,0.33
216,1976,3,4,321,1.85,1,225,225,0,0,120,0.33
217,1976,4,1,200,1.85,1,200,110,0,0,120,0.33
218,1976,4,2,245,1.85,1,245,125,0,0,120,0.33
219,1976,4,3,290,1.85,1,255,140,0,0,120,0.33
220,1976,4,4,335,1.85,1,255,155,0,0,120,0.33
221,1976,5,1,282,1.85,1,258,258,0,0,120,0.33
222,1976,5,2,343,1.85,1,319,319,0,0,120,0.33
223,1976,5,3,422,1.85,1,379,379,0,0,120,0.33
224,1976,5,4,486,1.85,1,433,433,0,0,120,0.33
225,1976,6,1,180,1.85,1,180,180,0,0,120,0.33
226,1976,6,2,227,1.85,1,227,227,0,0,120,0.33
227,1976,6,3,276,1.85,1,276,276,0,0,120,0.33
228,1976,6,4,327,1.85,1,327,327,0,0,120,0.33
229,1976,7,1,281,1.85,1,281,281,0,0,120,0.33
230,1976,7,2,348,1.85,1,348,348,0,0,120,0.33
231,1976,7,3,405,1.85,1,405,405,0,0,120,0.33
232,1976,7,4,458,1.85,1,458,458,0,0,120,0.33
233,1976,8,1,181,1.85,1,181,181,0,0,120,0.33
234,1976,8,2,245,1.85,1,245,245,0,0,120,0.33
235,1976,8,3,287,1.85,1,287,287,0,0,120,0.33
236,1976,8,4,346,1.85,1,346,346,0,0,120,0.33
237,1976,9,1,226,1.85,1,203,203,0,0,120,0.33
238,1976,9,2,286,1.85,1,257,257,0,0,120,0.33
239,1976,9,3,349,1.85,1,314,314,0,0,120,0.33
240,1976,9,4,412,1.85,1,371,371,0,0,120,0.33
241,1976,10,1,150,1.85,1,111,111,0,0,120,0.33
242,1976,10,2,195,1.85,1,144,144,0,0,120,0.33
243,1976,10,3,230,1.85,1,170,170,0,0,120,0.33
244,1976,10,4,265,1.85,1,196,196,0,0,120,0.33
245,1976,11,1,161,1.85,1,105,77,0,0,120,0.33
246,1976,11,2,193,1.85,1,125,115,0,0,120,0.33
247,1976,11,3,227,1.85,1,148,148,0,0,120,0.33
248,1976,11,4,255,1.85,1,166,166,0,0,120,0.33
249,1976,12,1,370,1.85,1,370,370,0,0,120,0.33
250,1976,12,2,442,1.85,1,442,442,0,0,120,0.33
251,1976,12,3,514,1.85,1,514,514,0,0,120,0.33
252,1976,12,4,589,1.85,1,589,589,0,0,120,0.33
253,1976,13,1,289,1.85,1,252,252,0,0,120,0.33
254,1976,13,2,345,1.85,1,300,300,0,0,120,0.33
255,1976,13,3,395,1.85,1,344,344,0,0,120,0.33
256,1976,13,4,440,1.85,1,383,383,0,0,120,0.33
257,1976,14,1,216,1.85,1,216,216,0,0,120,0.33
258,1976,14,2,261,1.85,1,261,261,0,0,120,0.33
259,1976,14,3,317,1.85,1,317,317,0,0,120,0.33
260,1976,14,4,373,1.85,1,373,373,0,0,120,0.33
261,1976,15,1,247,1.85,1,222,150,0,0,120,0.33
262,1976,15,2,307,1.85,1,276,200,0,0,120,0.33
263,1976,15,3,363,1.85,1,327,250,0,0,120,0.33
264,1976,15,4,412,1.85,1,371,300,0,0,120,0.33
265,1976,16,1,234,1.85,1,222,222,0,0,120,0.33
266,1976,16,2,309,1.85,1,294,294,0,0,120,0.33
267,1976,16,3,376,1.85,1,356,356,0,0,120,0.33
268,1976,16,4,428,1.85,1,406,406,0,0,120,0.33
269,1976,17,1,274,1.85,1,274,274,0,0,120,0.33
270,1976,17,2,331,1.85,1,331,331,0,0,120,0.33
271,1976,17,3,364,1.85,1,364,364,0,0,120,0.33
272,1976,17,4,405,1.85,1,405,405,0,0,120,0.33
273,1976,18,1,135,1.85,1,135,135,0,0,120,0.33
274,1976,18,2,185,1.85,1,185,185,0,0,120,0.33
275,1976,18,3,235,1.85,1,235,235,0,0,120,0.33
276,1976,18,4,273,1.85,1,273,273,0,0,120,0.33
277,1976,19,1,118,1.85,1,92,92,0,0,120,0.33
278,1976,19,2,164,1.85,1,128,128,0,0,120,0.33
279,1976,19,3,203,1.85,1,158,158,0,0,120,0.33
280,1976,19,4,237,1.85,1,185,185,0,0,120,0.33
281,1976,20,1,205,1.85,1,164,164,0,0,120,0.33
282,1976,20,2,277,1.85,1,221,221,0,0,120,0.33
283,1976,20,3,349,1.85,1,278,278,0,0,120,0.33
284,1976,20,4,420,1.85,1,335,335,0,0,120,0.33
285,1976,21,1,203,1.85,1,156,156,0,0,120,0.33
286,1976,21,2,259,1.85,1,200,200,0,0,120,0.33
287,1976,21,3,314,1.85,1,242,242,0,0,120,0.33
288,1976,21,4,357,1.85,1,275,275,0,0,120,0.33
289,1976,22,1,272,1.85,1,272,272,0,0,120,0.33
290,1976,22,2,328,1.85,1,328,328,0,0,120,0.33
291,1976,22,3,385,1.85,1,385,385,0,0,120,0.33
292,1976,22,4,442,1.85,1,442,442,0,0,120,0.33
293,1976,23,1,274,1.85,1,274,274,0,0,120,0.33
294,1976,23,2,337,1.85,1,337,337,0,0,120,0.33
295,1976,23,3,403,1.85,1,403,403,0,0,120,0.33
296,1976,23,4,468,1.85,1,468,468,0,0,120,0.33
297,1976,24,1,272,1.85,1,272,272,0,0,120,0.33
298,1976,24,2,330,1.85,1,330,330,0,0,120,0.33
299,1976,24,3,385,1.85,1,385,385,0,0,120,0.33
300,1976,24,4,432,1.85,1,432,432,0,0,120,0.33
301,1976,25,1,205,1.85,1,205,30,0,0,120,0.33
302,1976,25,2,241,1.85,1,241,48,0,0,120,0.33
303,1976,25,3,277,1.85,1,277,60,0,0,120,0.33
304,1976,25,4,311,1.85,1,311,72,0,0,120,0.33
305,1976,26,1,250,1.85,1,250,100,0,0,120,0.33
306,1976,26,2,312,1.85,1,312,135,0,0,120,0.33
307,1976,26,3,365,1.85,1,365,170,0,0,120,0.33
308,1976,26,4,413,1.85,1,413,208,0,0,120,0.33
309,1976,27,1,163,1.85,1,163,163,0,0,120,0.33
310,1976,27,2,221,1.85,1,221,221,0,0,120,0.33
311,1976,27,3,252,1.85,1,252,252,0,0,120,0.33
312,1976,27,4,287,1.85,1,287,287,0,0,120,0.33
313,1976,28,1,230,1.85,1,230,210,0,0,120,0.33
314,1976,28,2,280,1.85,1,280,252,0,0,120,0.33
315,1976,28,3,330,1.85,1,330,294,0,0,120,0.33
316,1976,28,4,380,1.85,1,380,336,0,0,120,0.33
317,1976,29,1,229,1.85,1,167,167,0,0,120,0.33
318,1976,29,2,285,1.85,1,208,208,0,0,120,0.33
319,1976,29,3,341,1.85,1,249,249,0,0,120,0.33
320,1976,29,4,397,1.85,1,290,290,0,0,120,0.33
321,1976,30,1,263,1.85,1,263,263,0,0,120,0.33
322,1976,30,2,308,1.85,1,308,308,0,0,120,0.33
323,1976,30,3,346,1.85,1,346,346,0,0,120,0.33
324,1976,30,4,390,1.85,1,390,390,0,0,120,0.33
325,1976,31,1,235,1.85,1,235,235,0,0,120,0.33
326,1976,31,2,310,1.85,1,310,310,0,0,120,0.33
327,1976,31,3,356,1.85,1,356,356,0,0,120,0.33
328,1976,31,4,408,1.85,1,408,408,0,0,120,0.33
329,1976,32,1,160,1.85,1,160,138,0,0,120,0.33
330,1976,32,2,197,1.85,1,197,169,0,0,120,0.33
331,1976,32,3,239,1.85,1,239,206,0,0,120,0.33
332,1976,32,4,270,1.85,1,270,232,0,0,120,0.33
333,1976,33,1,293,1.85,1,293,293,0,0,120,0.33
334,1976,33,2,353,1.85,1,353,353,0,0,120,0.33
335,1976,33,3,422,1.85,1,422,422,0,0,120,0.33
336,1976,33,4,488,1.85,1,488,488,0,0,120,0.33
337,1976,34,1,159,1.85,1,159,159,0,0,120,0.33
338,1976,34,2,183,1.85,1,183,183,0,0,120,0.33
339,1976,34,3,200,1.85,1,200,200,0,0,120,0.33
340,1976,34,4,218,1.85,1,218,218,0,0,120,0.33
341,1976,35,1,235,1.85,1,235,235,0,0,120,0.33
342,1976,35,2,302,1.85,1,302,302,0,0,120,0.33
343,1976,35,3,370,1.85,1,370,370,0,0,120,0.33
344,1976,35,4,416,1.85,1,416,416,0,0,120,0.33
345,1976,36,1,284,1.85,1,168,168,0,0,120,0.33
346,1976,36,2,346,1.85,1,204,204,0,0,120,0.33
347,1976,36,3,431,1.85,1,254,254,0,0,120,0.33
348,1976,36,4,495,1.85,1,292,292,0,0,120,0.33
349,1976,37,1,183,1.85,1,183,183,0,0,120,0.33
350,1976,37,2,232,1.85,1,232,232,0,0,120,0.33
351,1976,37,3,284,1.85,1,284,284,0,0,120,0.33
352,1976,37,4,331,1.85,1,331,331,0,0,120,0.33
353,1976,38,1,299,1.85,1,273,273,0,0,120,0.33
354,1976,38,2,387,1.85,1,354,354,0,0,120,0.33
355,1976,38,3,475,1.85,1,433,433,0,0,120,0.33
356,1976,38,4,559,1.85,1,510,510,0,0,120,0.33
357,1976,39,1,260,1.85,1,260,260,0,0,120,0.33
358,1976,39,2,317,1.85,1,317,317,0,0,120,0.33
359,1976,39,3,373,1.85,1,373,373,0,0,120,0.33
360,1976,39,4,416,1.85,1,416,416,0,0,120,0.33
361,1976,40,1,255,1.85,1,255,255,0,0,120,0.33
362,1976,40,2,314,1.85,1,314,314,0,0,120,0.33
363,1976,40,3,359,1.85,1,359,359,0,0,120,0.33
364,1976,40,4,407,1.85,1,407,407,0,0,120,0.33
365,1976,41,1,138,1.85,1,138,75,0,0,120,0.33
366,1976,41,2,178,1.85,1,178,96,0,0,120,0.33
367,1976,41,3,217,1.85,1,217,117,0,0,120,0.33
368,1976,41,4,257,1.85,1,257,139,0,0,120,0.33
369,1976,42,1,252,1.85,1,252,252,0,0,120,0.33
370,1976,42,2,293,1.85,1,293,293,0,0,120,0.33
371,1976,42,3,333,1.85,1,333,333,0,0,120,0.33
372,1976,42,4,373,1.85,1,373,373,0,0,120,0.33
373,1976,43,1,142,1.85,1,142,99,0,0,120,0.33
374,1976,43,2,179,1.85,1,179,115,0,0,120,0.33
375,1976,43,3,217,1.85,1,217,132,0,0,120,0.33
376,1976,43,4,256,1.85,1,256,148,0,0,120,0.33
377,1976,44,1,115,1.85,1,86,86,0,0,120,0.33
378,1976,44,2,155,1.85,1,116,116,0,0,120,0.33
379,1976,44,3,187,1.85,1,140,140,0,0,120,0.33
380,1976,44,4,217,1.85,1,163,163,0,0,120,0.33
381,1976,45,1,281,1.85,1,216,216,0,0,120,0.33
382,1976,45,2,357,1.85,1,275,275,0,0,120,0.33
383,1976,45,3,433,1.85,1,333,333,0,0,120,0.33
384,1976,45,4,527,1.85,1,406,406,0,0,120,0.33
385,1976,46,1,375,1.85,1,274,274,0,0,120,0.33
386,1976,46,2,456,1.85,1,333,333,0,0,120,0.33
387,1976,46,3,519,1.85,1,379,379,0,0,120,0.33
388,1976,46,4,580,1.85,1,423,423,0,0,120,0.33
389,1976,47,1,248,1.85,1,223,223,0,0,120,0.33
390,1976,47,2,298,1.85,1,268,268,0,0,120,0.33
391,1976,47,3,346,1.85,1,311,311,0,0,120,0.33
392,1976,47,4,398,1.85,1,358,352,0,0,120,0.33
393,1976,48,1,270,1.85,1,270,270,0,0,120,0.33
394,1976,48,2,328,1.85,1,328,328,0,0,120,0.33
395,1976,48,3,385,1.85,1,385,385,0,0,120,0.33
396,1976,48,4,442,1.85,1,442,442,0,0,120,0.33
397,1976,49,1,219,1.85,1,164,164,0,0,120,0.33
398,1976,49,2,275,1.85,1,206,206,0,0,120,0.33
399,1976,49,3,332,1.85,1,249,249,0,0,120,0.33
400,1976,49,4,381,1.85,1,252,252,0,0,120,0.33
401,1976,50,1,330,1.85,1,300,300,0,0,120,0.33
402,1976,50,2,392,1.85,1,357,357,0,0,120,0.33
403,1976,50,3,466,1.85,1,424,424,0,0,120,0.33
404,1976,50,4,522,1.85,1,475,475,0,0,120,0.33
405,1976,51,1,210,1.85,1,210,210,0,0,120,0.33
406,1976,51,2,245,1.85,1,245,245,0,0,120,0.33
407,1976,51,3,270,1.85,1,270,270,0,0,120,0.33
408,1976,51,4,310,1.85,1,310,310,0,0,120,0.33
409,1977,1,1,144,1.85,1,89,89,0,0,120,0.33
410,1977,1,2,192,1.85,1,118,118,0,0,120,0.33
411,1977,1,3,240,1.85,1,148,148,0,0,120,0.33
412,1977,1,4,288,1.85,1,178,178,0,0,120,0.33
413,1977,2,1,300,1.85,1,300,300,0,0,120,0.33
414,1977,2,2,350,1.85,1,350,350,0,0,120,0.33
415,1977,2,3,400,1.85,1,400,400,0,0,120,0.33
416,1977,2,4,450,1.85,1,450,450,0,0,120,0.33
417,1977,3,1,180,1.85,1,126,126,0,0,120,0.33
418,1977,3,2,233,1.85,1,164,164,0,0,120,0.33
419,1977,3,3,282,1.85,1,198,198,0,0,120,0.33
420,1977,3,4,321,1.85,1,225,225,0,0,120,0.33
421,1977,4,1,204,1.85,1,133,133,0,0,120,0.33
422,1977,4,2,249,1.85,1,162,162,0,0,120,0.33
423,1977,4,3,291,1.85,1,189,189,0,0,120,0.33
424,1977,4,4,328,1.85,1,213,213,0,0,120,0.33
425,1977,5,1,297,1.85,1,287,287,0,0,120,0.33
426,1977,5,2,361,1.85,1,356,356,0,0,120,0.33
427,1977,5,3,444,1.85,1,423,423,0,0,120,0.33
428,1977,5,4,511,1.85,1,483,483,0,0,120,0.33
429,1977,6,1,189,1.85,1,189,189,0,0,120,0.33
430,1977,6,2,238,1.85,1,238,238,0,0,120,0.33
431,1977,6,3,290,1.85,1,290,290,0,0,120,0.33
432,1977,6,4,344,1.85,1,344,344,0,0,120,0.33
433,1977,7,1,309,1.85,1,309,309,0,0,120,0.33
434,1977,7,2,382,1.85,1,382,382,0,0,120,0.33
435,1977,7,3,446,1.85,1,446,446,0,0,120,0.33
436,1977,7,4,504,1.85,1,504,504,0,0,120,0.33
437,1977,8,1,181,1.85,1,181,181,0,0,120,0.33
438,1977,8,2,245,1.85,1,245,245,0,0,120,0.33
439,1977,8,3,287,1.85,1,287,287,0,0,120,0.33
440,1977,8,4,346,1.85,1,346,346,0,0,120,0.33
441,1977,9,1,226,1.85,1,203,203,0,0,120,0.33
442,1977,9,2,286,1.85,1,257,257,0,0,120,0.33
443,1977,9,3,349,1.85,1,314,314,0,0,120,0.33
444,1977,9,4,412,1.85,1,371,371,0,0,120,0.33
445,1977,10,1,150,1.85,1,125,125,0,0,120,0.33
446,1977,10,2,195,1.85,1,162,162,0,0,120,0.33
447,1977,10,3,230,1.85,1,191,191,0,0,120,0.33
448,1977,10,4,265,1.85,1,220,220,0,0,120,0.33
449,1977,11,1,161,1.85,1,100,100,0,0,120,0.33
450,1977,11,2,193,1.85,1,120,120,0,0,120,0.33
